clean_tweet),labels
tpn chairman ganjarmahfud arsjad rasjid claim direct jakarta governor basuki tjahaja purnama critic presid jokowi vice presidenti candid gibran rakabum,negatif
prabowogibran s program gloomi happi,positif
s s elect success safe peac nt forget poll station februari vote prabowo gibran s serial,positif
driver el samsul hahaha,positif
support continu flow prabowo gibran win,positif
elect leader pride civil religi human care respect golden indonesia,positif
talk s easi ma gibran s evid valid,positif
s cool prabowo,positif
rememb presidenti elect,positif
s,positif
held simpli prabowo subianto s resid celebr anniversari gerindra parti,positif
absent hear mediat alma lawsuit gibran postpon,negatif
crimin lead nation,negatif
campus partisan democrat valu ​​have damag,negatif
citizen remain silent,netral
setyo wibowo jokowi s uneth notic moment son s candidaci explain humor,positif
setyo wibowo explain natur pragmat peopl,netral
clip funni,positif
win pionbet capit increas profit orient increas check bem bem rizki nuril,positif
gerindra politician dkpp decis strengthen gibran s posit vice presidenti candid,positif
kpu chairman violat code ethic gibran,negatif
fight cheat,negatif
quien entrevist en opacidad quien padeca cncer termin desd yang siempr perda hoy enfrenta cpula del poder son yang pued repetirs como,netral
continu mr samsul,netral
tkn prabowogibran optimist leap indonesia support batak commun,positif
wednesday downstream sector prabowo gibran indonesia advanc chairman bem demo umay slepet check fedi nuril bobo iren ahok,positif
day elect time closer vote vote candid pair prabowo gibran indonesia advanc nt abstain vote,positif
mr sape candid dpr pk parti,positif
presid bapana social assist distribut rice quiet period gibran elect,negatif
psi legisl candid kata pandji pragiwaksono gibran ahok wednesday demo check chairman bem,netral
dkpp decis annul gibran s presidenti candidaci answer gibran,netral
support song sir sir,positif
hard process,positif
child palac,netral
main reason chines women support prabowogibran presidenti elect west java express editor priyadi,positif
festivesukajaya bogor yellow prabowogibran champion west java,positif
poltrack call prabowogibran superior word tkd jatim poltrack releas elect survey presidenti candid east java prabowo candid pair,positif
photograph video document funer event grief cremat jakarta wa rest peac,negatif
sumarsih s sad wawan s mother victim,negatif
human univers truth,negatif
brawijaya univers critic jokowi era govern highlight threat democraci,negatif
damag nation s democraci presidenti elect fraud,negatif
migrant watch presidenti elect urg public vote presidenti candid kidnap activist,netral
accept gibran s nomin chairman kpu proven violat code ethic,negatif
jokowi build dynast polit,netral
alam ganjar believ power good,positif
reward fight peopl,positif
usual choic princip,positif
pak gangar s social welfar assist,netral
reward satset box,positif
viral ahok jokowi gibran nt nowaday peopl talk nonsens,positif
cambodia predict wednesday februari rocki gerung allin slepet check chairman kpu easiancup intj istj yati raffi ahmad cipung,netral
s time bumn cooper,netral
nt imagin countri elect process fraudul break regul chang constitut,negatif
loyalti commit integr hard reward trust,positif
ahok accept societi ani blunder ident polit almaidah bu mega puan advanc parti cadr societi reward advanc build pdi time nt heard meritocraci time hope candid pair awar,positif
candid pair result nepot undeni,netral
ethic uphold principl neutral elect candid pair presidenti vice presidenti candid resign current posit minist defens mayor sir nt ethic nda ethic,negatif
candid pair priorit encourag qualiti nutrit target children stabl pregnant women,positif
bro cakimin imin ma gibran cool bro cakimin,positif
prabowo gibran key indonesia s progress manner ethic extraordinari,positif
s s cool student lectur academ commun rain cloud suddenli candid pair hit vote rock shadow whitemuzzl partisan professor digit footprint scatter,netral
manner ethic extraordinari,netral
defend peopl,positif
s nobl dream true februari prabowo gibran,positif
leader take real action protect citizen,positif
wednesday nt forget vote,positif
bung karno s successor prabowo,positif
candid pair door admit slow,positif
manner ethic,netral
nobl father,positif
candid pair commun help lot program build school lunch,positif
peopl demonstr govern rice expens stock social assist candid pair color plastic bag,netral
cakimin imin recogn gibran futur leader,netral
heart nobl sir,positif
protector indonesian societi,netral
father s ideal indonesia,positif
call manner ethic,netral
ma gibran extraordinari leader,netral
nobl ideal presid,positif
nt campaign eat chairman parti support candid pair nt seat senayan parti enter senayan senayan s straight jokowi,positif
cancel nt wait elimin candid pair februari possibl commit fraud candid pair unconstitut,negatif
candid pair s professor,netral
constitut govern nation smarter undergradu program poor constitut mandat carri uud candid pair mandat nation s stomach lunch program promot candid candid program relev constitut,positif
m surpris support candid pair legal disabl happen indonesia legal disabl leader,positif
boy tohir equal stupid stupid claim conglomer support candid pair final deni djarumadaro,negatif
humil selfesteem type leader bring indonesia,positif
heart fight advanc indonesia,negatif
lol slip,positif
bigheart leader,netral
prabowo gibran advanc indonesia,positif
wow bull,positif
leader understand ethic,netral
s nt denyja model s inalum re commut presid vote re marri nt s scenario,positif
s mr prabowo pancen oye joss,positif
s matter slip s heart sir,positif
champion,positif
leader wise protect,positif
corruptor run candid pair,netral
peopl candid pair problemat,negatif
fight nt drop,negatif
ahok sacrif talk controversi matter perform complet nake ahok elector stand firmli candid pair,positif
intent nobl mr indonesia leader heart peopl,positif
remain humbl humbl cool sir knowledg brother,positif
sir eheheh prabowo gibran,netral
gu iqdam s opinion pak prabowomasyallahh prabowo gibran,netral
ganjar understand food prabowo gibran,positif
elimin corrupt land indonesia prabowo gibran,netral
insult apolog rice scienc brother,negatif
gray hair nt evid nt forget digit trace,negatif
gray hair nt fool rhetor nt forget digit footprint,positif
gray hair consist nt talk nonsens refus forget digit footprint,netral
rice knowledg brother,netral
peopl proof promis progress ma gibran serv mayor solo,positif
terribl rival imam mahdi,negatif
governor advanc indonesian leader,positif
gray hair prove promis wish think forget digit footprint,positif
real leader debat apolog maintain uniti harmoni cool worthi gener,positif
close statesman indonesian peopl,positif
gray hair nt teas ear mnoluka jejakdgit,negatif
secretari amaz prabowo prabowo,positif
eleg polit prabowo,positif
degen prabowo center,netral
justif peopl violat ethic uneth kpu uneth social assist distribut uneth elect candid pair uneth,negatif
secretari bull rich guy s tire support candid pair,positif
wir ga prabowogibran,positif
heart gu iqdam,netral
vibe suit ri,netral
uuppsss chose haha,positif
worthi role model track record rich experi,positif
father,positif
gray hair prove promis fals promis forget digit footprint,positif
gray hair nt reli real action nt forget digit footprint,positif
gray hair scath attack candid pair win mnolaklupa jejakdgit,positif
gray hair nt trap sweet promis exist nt forget digit footprint,positif
gray hair nt talk real evid nt forget digit footprint,positif
win god,positif
s nice offic candid s victori hous,positif
ted nt hear news shout aid told jokowi listen minist s add logo nation candid candid billboard wow pretend blind deaf real,positif
hoax circul stateown compani convert cooper candid pair Anies cakimin imin win,positif
ogut jain ja und nein candid pair legitimaci govern problemat candid pair insist win s peopl remov reason,positif
jokowi politic govern s social assist program effort win candid pair academ rocki gerung critic effort lead violat ethic kpu chairman indonesia birth leader flaw term law moral ethic,negatif
feel wonderwoman fight candid pair hater tiktok,negatif
prabowogibran bring peac prosper peopl love step firmli win candid pair,positif
gestur candid pair media superior candid pair Anies push popular peopl s respons welcom presid campaign spectat,positif
presid degrad slander spread word,negatif
internet improv nutrit indonesian children sir check data sir urgenc,positif
spread nation spirit sake progress indonesia,positif
readi follow direct presid vice presid,positif
candid candid maneuv gain empathi sympathi,positif
peopl candid pair betray minang voter support claim ulama move candid pair sori yesori,negatif
prabowo gibran s advanc indonesia,positif
sir poor peopl starv internet download pictur food,negatif
luck candid win,positif
dkpp avoid extraordinari event candid pair fail presid ga power pool support pencak silat,negatif
wiranto talk realiti lost presidenti elect spread candid pair,positif
panick candid elect nt par s jkw forc social assist budget instruct ministri block budget stand social assist fund,negatif
ksjeejkdkd,netral
septiana asu hahahahahahahhaahhahahahahahahahaa,netral
m hungri s lunch,positif
touch hear pak prabowo s close statement tonight bismillah allah easier ma gibran s intent indonesia progress,positif
s jokowi appoint pdp,netral
food solv,positif
wise emot close statement,positif
prioriti nation,netral
dad promis prove,positif
ladi gentleman thi presid,netral
peopl fight indonesia golden indonesia,negatif
presid peopl,netral
stomach internet signal,netral
